"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
TRUE	"l"	"GSM239515"	1320	"GSM239512"
TRUE	"f"	NA	0	"GSM257776"
TRUE	"m"	"GSM257776"	1320	"GSM257779"
TRUE	"m"	"GSM257779"	1800	"GSM257781"
TRUE	"m"	"GSM257781"	1200	"GSM257784"
TRUE	"l"	"GSM257784"	1320	"GSM257787"
TRUE	"f"	NA	0	"GSM257777"
TRUE	"m"	"GSM257777"	1320	"GSM257780"
TRUE	"m"	"GSM257780"	1800	"GSM257782"
TRUE	"m"	"GSM257782"	1200	"GSM257785"
TRUE	"l"	"GSM257785"	1320	"GSM257788"
TRUE	"f"	NA	0	"GSM257778"
TRUE	"m"	"GSM257778"	3120	"GSM257783"
TRUE	"m"	"GSM257783"	1200	"GSM257786"
TRUE	"l"	"GSM257786"	1320	"GSM257789"
TRUE	"f"	NA	0	"GSM307217"
TRUE	"m"	"GSM307217"	30	"GSM307218"
TRUE	"m"	"GSM307218"	30	"GSM307219"
TRUE	"m"	"GSM307219"	40	"GSM307220"
TRUE	"m"	"GSM307220"	40	"GSM307221"
TRUE	"l"	"GSM307221"	40	"GSM307222"
TRUE	"f"	NA	0	"GSM307223"
TRUE	"m"	"GSM307223"	30	"GSM307224"
TRUE	"m"	"GSM307224"	30	"GSM307225"
TRUE	"m"	"GSM307225"	40	"GSM307226"
TRUE	"m"	"GSM307226"	40	"GSM307227"
TRUE	"l"	"GSM307227"	40	"GSM307228"
TRUE	"f"	NA	0	"GSM307230"
TRUE	"m"	"GSM307230"	5	"GSM307231"
TRUE	"m"	"GSM307231"	5	"GSM307232"
TRUE	"m"	"GSM307232"	5	"GSM307233"
TRUE	"m"	"GSM307233"	5	"GSM307234"
TRUE	"m"	"GSM307234"	10	"GSM307235"
TRUE	"m"	"GSM307235"	10	"GSM307236"
TRUE	"m"	"GSM307236"	10	"GSM307237"
TRUE	"l"	"GSM307237"	10	"GSM307238"
TRUE	"f"	NA	0	"GSM307240"
TRUE	"m"	"GSM307240"	5	"GSM307241"
TRUE	"m"	"GSM307241"	5	"GSM307242"
TRUE	"m"	"GSM307242"	5	"GSM307243"
TRUE	"m"	"GSM307243"	5	"GSM307244"
TRUE	"m"	"GSM307244"	10	"GSM307245"
TRUE	"m"	"GSM307245"	10	"GSM307246"
TRUE	"m"	"GSM307246"	10	"GSM307247"
TRUE	"l"	"GSM307247"	10	"GSM307248"
TRUE	"f"	NA	0	"GSM307250"
TRUE	"m"	"GSM307250"	5	"GSM307251"
TRUE	"m"	"GSM307251"	5	"GSM307252"
TRUE	"m"	"GSM307252"	5	"GSM307253"
TRUE	"m"	"GSM307253"	5	"GSM307254"
TRUE	"m"	"GSM307254"	10	"GSM307255"
TRUE	"m"	"GSM307255"	10	"GSM307256"
TRUE	"m"	"GSM307256"	10	"GSM307257"
TRUE	"l"	"GSM307257"	10	"GSM307258"
TRUE	"f"	NA	0	"GSM307260"
TRUE	"m"	"GSM307260"	5	"GSM307261"
TRUE	"m"	"GSM307261"	5	"GSM307262"
TRUE	"m"	"GSM307262"	5	"GSM307263"
TRUE	"m"	"GSM307263"	5	"GSM307264"
TRUE	"l"	"GSM307264"	10	"GSM307265"
TRUE	"f"	NA	0	"GSM356518"
TRUE	"m"	"GSM356518"	720	"GSM356519"
TRUE	"m"	"GSM356519"	720	"GSM356520"
TRUE	"m"	"GSM356520"	720	"GSM356521"
TRUE	"m"	"GSM356521"	720	"GSM356522"
TRUE	"m"	"GSM356522"	720	"GSM356523"
TRUE	"m"	"GSM356523"	720	"GSM356524"
TRUE	"m"	"GSM356524"	720	"GSM356525"
TRUE	"m"	"GSM356525"	720	"GSM356526"
TRUE	"l"	"GSM356526"	720	"GSM356527"
TRUE	"f"	NA	0	"GSM356528"
TRUE	"m"	"GSM356528"	720	"GSM356529"
TRUE	"m"	"GSM356529"	720	"GSM356530"
TRUE	"m"	"GSM356530"	720	"GSM356531"
TRUE	"m"	"GSM356531"	720	"GSM356532"
TRUE	"m"	"GSM356532"	720	"GSM356533"
TRUE	"m"	"GSM356533"	720	"GSM356534"
TRUE	"m"	"GSM356534"	720	"GSM356535"
TRUE	"l"	"GSM356535"	720	"GSM356536"
TRUE	"f"	NA	0	"GSM385479"
TRUE	"m"	"GSM385479"	15	"GSM385480"
TRUE	"l"	"GSM385480"	15	"GSM385481"
TRUE	"f"	NA	0	"GSM385482"
TRUE	"m"	"GSM385482"	60	"GSM385483"
TRUE	"m"	"GSM385483"	120	"GSM385484"
TRUE	"m"	"GSM385484"	240	"GSM385485"
TRUE	"l"	"GSM385485"	960	"GSM385486"
TRUE	"f"	NA	0	"GSM385487"
TRUE	"m"	"GSM385487"	15	"GSM385488"
TRUE	"l"	"GSM385488"	15	"GSM385489"
TRUE	"f"	NA	0	"GSM385490"
TRUE	"m"	"GSM385490"	60	"GSM385491"
TRUE	"m"	"GSM385491"	120	"GSM385492"
TRUE	"m"	"GSM385492"	240	"GSM385493"
TRUE	"l"	"GSM385493"	960	"GSM385494"
TRUE	"f"	NA	0	"GSM385495"
TRUE	"m"	"GSM385495"	15	"GSM385496"
TRUE	"l"	"GSM385496"	15	"GSM385497"
TRUE	"f"	NA	0	"GSM385498"
TRUE	"m"	"GSM385498"	60	"GSM385499"
TRUE	"m"	"GSM385499"	120	"GSM385500"
TRUE	"m"	"GSM385500"	240	"GSM385501"
TRUE	"l"	"GSM385501"	960	"GSM385502"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	30	"GSM399866"
TRUE	"l"	"GSM399866"	15	"GSM399867"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	30	"GSM399868"
TRUE	"l"	"GSM399868"	15	"GSM399869"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	15	"GSM399870"
TRUE	"m"	"GSM399870"	15	"GSM399871"
TRUE	"m"	"GSM399871"	15	"GSM399872"
TRUE	"l"	"GSM399872"	45	"GSM399873"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	15	"GSM399874"
TRUE	"m"	"GSM399874"	15	"GSM399875"
TRUE	"m"	"GSM399875"	15	"GSM399876"
TRUE	"l"	"GSM399876"	45	"GSM399877"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	15	"GSM399878"
TRUE	"l"	"GSM399878"	30	"GSM399879"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	15	"GSM399880"
TRUE	"m"	"GSM399880"	15	"GSM399881"
TRUE	"m"	"GSM399881"	15	"GSM399882"
TRUE	"l"	"GSM399882"	45	"GSM399883"
TRUE	"f"	NA	0	"GSM399865"
TRUE	"m"	"GSM399865"	15	"GSM399884"
TRUE	"l"	"GSM399884"	30	"GSM399885"
TRUE	"f"	NA	0	"GSM421939"
TRUE	"m"	"GSM421939"	15	"GSM421941"
TRUE	"m"	"GSM421941"	15	"GSM421943"
TRUE	"l"	"GSM421943"	30	"GSM421945"
TRUE	"f"	NA	0	"GSM421940"
TRUE	"m"	"GSM421940"	15	"GSM421942"
TRUE	"m"	"GSM421942"	15	"GSM421944"
TRUE	"l"	"GSM421944"	30	"GSM421946"
TRUE	"f"	NA	0	"GSM421947"
TRUE	"m"	"GSM421947"	15	"GSM421949"
TRUE	"m"	"GSM421949"	15	"GSM421950"
TRUE	"l"	"GSM421950"	30	"GSM421952"
TRUE	"f"	NA	0	"GSM421948"
TRUE	"m"	"GSM421948"	30	"GSM421951"
TRUE	"l"	"GSM421951"	30	"GSM421953"
TRUE	"f"	NA	0	"GSM421954"
TRUE	"m"	"GSM421954"	15	"GSM421956"
TRUE	"m"	"GSM421956"	15	"GSM421958"
TRUE	"l"	"GSM421958"	30	"GSM421960"
TRUE	"f"	NA	0	"GSM421955"
TRUE	"m"	"GSM421955"	15	"GSM421957"
TRUE	"m"	"GSM421957"	15	"GSM421959"
TRUE	"l"	"GSM421959"	30	"GSM421961"
TRUE	"f"	NA	0	"GSM421962"
TRUE	"m"	"GSM421962"	30	"GSM421964"
TRUE	"l"	"GSM421964"	30	"GSM421966"
TRUE	"f"	NA	0	"GSM421963"
TRUE	"m"	"GSM421963"	30	"GSM421965"
TRUE	"l"	"GSM421965"	30	"GSM421967"
TRUE	"f"	NA	0	"GSM421968"
TRUE	"m"	"GSM421968"	30	"GSM421970"
TRUE	"l"	"GSM421970"	30	"GSM421972"
TRUE	"f"	NA	0	"GSM421969"
TRUE	"m"	"GSM421969"	30	"GSM421971"
TRUE	"l"	"GSM421971"	30	"GSM421973"
TRUE	"f"	NA	0	"GSM421974"
TRUE	"m"	"GSM421974"	30	"GSM421976"
TRUE	"l"	"GSM421976"	30	"GSM421978"
TRUE	"f"	NA	0	"GSM421975"
TRUE	"m"	"GSM421975"	30	"GSM421977"
TRUE	"l"	"GSM421977"	30	"GSM421979"
TRUE	"f"	NA	0	"GSM434015"
TRUE	"l"	"GSM434015"	120	"GSM434018"
TRUE	"f"	NA	0	"GSM434016"
TRUE	"l"	"GSM434016"	120	"GSM434019"
TRUE	"f"	NA	0	"GSM434017"
TRUE	"l"	"GSM434017"	120	"GSM434020"
TRUE	"f"	NA	0	"GSM434021"
TRUE	"l"	"GSM434021"	120	"GSM434024"
TRUE	"f"	NA	0	"GSM434022"
TRUE	"l"	"GSM434022"	120	"GSM434025"
TRUE	"f"	NA	0	"GSM434023"
TRUE	"l"	"GSM434023"	120	"GSM434026"
TRUE	"f"	NA	0	"GSM479732"
TRUE	"m"	"GSM479732"	30	"GSM479734"
TRUE	"l"	"GSM479734"	45	"GSM479736"
TRUE	"f"	NA	0	"GSM479733"
TRUE	"m"	"GSM479733"	30	"GSM479735"
TRUE	"l"	"GSM479735"	45	"GSM479737"
TRUE	"f"	NA	0	"GSM479738"
TRUE	"m"	"GSM479738"	30	"GSM479741"
TRUE	"l"	"GSM479741"	45	"GSM479744"
TRUE	"f"	NA	0	"GSM479739"
TRUE	"m"	"GSM479739"	30	"GSM479742"
TRUE	"l"	"GSM479742"	45	"GSM479745"
TRUE	"f"	NA	0	"GSM479740"
TRUE	"m"	"GSM479740"	30	"GSM479743"
TRUE	"l"	"GSM479743"	45	"GSM479746"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554211"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554212"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554213"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554214"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554215"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554216"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554217"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554218"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554219"
TRUE	"f"	NA	0	"GSM554210"
TRUE	"l"	"GSM554210"	30	"GSM554220"
TRUE	"f"	NA	0	"GSM567774"
TRUE	"m"	"GSM567774"	246	"GSM567775"
TRUE	"m"	"GSM567775"	165	"GSM567776"
TRUE	"m"	"GSM567776"	165	"GSM567777"
TRUE	"m"	"GSM567777"	294	"GSM567778"
TRUE	"m"	"GSM567778"	765	"GSM567779"
TRUE	"m"	"GSM567779"	924	"GSM567780"
TRUE	"l"	"GSM567780"	678	"GSM567781"
TRUE	"f"	NA	0	"GSM567782"
TRUE	"m"	"GSM567782"	261	"GSM567783"
TRUE	"m"	"GSM567783"	361.8	"GSM567784"
TRUE	"m"	"GSM567784"	390	"GSM567785"
TRUE	"m"	"GSM567785"	578.4	"GSM567786"
TRUE	"m"	"GSM567786"	549	"GSM567787"
TRUE	"m"	"GSM567787"	430.8	"GSM567788"
TRUE	"l"	"GSM567788"	480	"GSM567789"
TRUE	"f"	NA	0	"GSM596853"
TRUE	"m"	"GSM596853"	45	"GSM596855"
TRUE	"m"	"GSM596855"	45	"GSM596856"
TRUE	"l"	"GSM596856"	90	"GSM596854"
TRUE	"f"	NA	0	"GSM596857"
TRUE	"m"	"GSM596857"	45	"GSM596859"
TRUE	"m"	"GSM596859"	45	"GSM596860"
TRUE	"l"	"GSM596860"	90	"GSM596858"
TRUE	"f"	NA	0	"GSM596861"
TRUE	"m"	"GSM596861"	45	"GSM596863"
TRUE	"m"	"GSM596863"	45	"GSM596864"
TRUE	"l"	"GSM596864"	90	"GSM596862"
TRUE	"f"	NA	0	"GSM596865"
TRUE	"m"	"GSM596865"	45	"GSM596867"
TRUE	"m"	"GSM596867"	45	"GSM596868"
TRUE	"l"	"GSM596868"	90	"GSM596866"
TRUE	"f"	NA	0	"GSM596869"
TRUE	"m"	"GSM596869"	45	"GSM596871"
TRUE	"m"	"GSM596871"	45	"GSM596872"
TRUE	"l"	"GSM596872"	90	"GSM596870"
TRUE	"f"	NA	0	"GSM596873"
TRUE	"m"	"GSM596873"	45	"GSM596875"
TRUE	"m"	"GSM596875"	45	"GSM596876"
TRUE	"l"	"GSM596876"	90	"GSM596874"
TRUE	"f"	NA	0	"GSM614229"
TRUE	"m"	"GSM614229"	15	"GSM614231"
TRUE	"l"	"GSM614231"	30	"GSM614233"
TRUE	"f"	NA	0	"GSM614230"
TRUE	"m"	"GSM614230"	15	"GSM614232"
TRUE	"l"	"GSM614232"	30	"GSM614234"
TRUE	"f"	NA	0	"GSM614235"
TRUE	"m"	"GSM614235"	15	"GSM614237"
TRUE	"l"	"GSM614237"	30	"GSM614239"
TRUE	"f"	NA	0	"GSM614236"
TRUE	"m"	"GSM614236"	15	"GSM614238"
TRUE	"l"	"GSM614238"	30	"GSM614240"
TRUE	"f"	NA	0	"GSM614241"
TRUE	"m"	"GSM614241"	15	"GSM614243"
TRUE	"l"	"GSM614243"	30	"GSM614245"
TRUE	"f"	NA	0	"GSM614242"
TRUE	"m"	"GSM614242"	15	"GSM614244"
TRUE	"l"	"GSM614244"	30	"GSM614246"
TRUE	"f"	NA	0	"GSM630776"
TRUE	"m"	"GSM630776"	15	"GSM630777"
TRUE	"l"	"GSM630777"	30	"GSM630778"
TRUE	"f"	NA	0	"GSM630779"
TRUE	"m"	"GSM630779"	15	"GSM630780"
TRUE	"l"	"GSM630780"	30	"GSM630781"
TRUE	"f"	NA	0	"GSM630782"
TRUE	"m"	"GSM630782"	15	"GSM630783"
TRUE	"l"	"GSM630783"	30	"GSM630784"
TRUE	"f"	NA	0	"GSM673317"
TRUE	"m"	"GSM673317"	15	"GSM673320"
TRUE	"m"	"GSM673320"	20	"GSM673323"
TRUE	"l"	"GSM673323"	20	"GSM673326"
TRUE	"f"	NA	0	"GSM673318"
TRUE	"m"	"GSM673318"	15	"GSM673321"
TRUE	"m"	"GSM673321"	20	"GSM673324"
TRUE	"l"	"GSM673324"	20	"GSM673327"
TRUE	"f"	NA	0	"GSM673319"
TRUE	"m"	"GSM673319"	15	"GSM673322"
TRUE	"m"	"GSM673322"	20	"GSM673325"
TRUE	"l"	"GSM673325"	20	"GSM673328"
TRUE	"f"	NA	0	"GSM673329"
TRUE	"m"	"GSM673329"	15	"GSM673332"
TRUE	"m"	"GSM673332"	20	"GSM673335"
TRUE	"l"	"GSM673335"	20	"GSM673338"
TRUE	"f"	NA	0	"GSM673330"
TRUE	"m"	"GSM673330"	15	"GSM673333"
TRUE	"m"	"GSM673333"	20	"GSM673336"
TRUE	"l"	"GSM673336"	20	"GSM673339"
TRUE	"f"	NA	0	"GSM673331"
TRUE	"m"	"GSM673331"	15	"GSM673334"
TRUE	"m"	"GSM673334"	20	"GSM673337"
TRUE	"l"	"GSM673337"	20	"GSM673340"
TRUE	"f"	NA	0	"GSM673341"
TRUE	"m"	"GSM673341"	15	"GSM673344"
TRUE	"m"	"GSM673344"	20	"GSM673347"
TRUE	"l"	"GSM673347"	20	"GSM673350"
TRUE	"f"	NA	0	"GSM673342"
TRUE	"m"	"GSM673342"	15	"GSM673345"
TRUE	"m"	"GSM673345"	20	"GSM673348"
TRUE	"l"	"GSM673348"	20	"GSM673351"
TRUE	"f"	NA	0	"GSM673343"
TRUE	"m"	"GSM673343"	15	"GSM673346"
TRUE	"m"	"GSM673346"	20	"GSM673349"
TRUE	"l"	"GSM673349"	20	"GSM673352"
TRUE	"f"	NA	0	"GSM674597"
TRUE	"l"	"GSM674597"	15	"GSM674600"
TRUE	"f"	NA	0	"GSM674598"
TRUE	"l"	"GSM674598"	15	"GSM674601"
TRUE	"f"	NA	0	"GSM674599"
TRUE	"l"	"GSM674599"	15	"GSM674602"
TRUE	"f"	NA	0	"GSM772665"
TRUE	"l"	"GSM772665"	240	"GSM772668"
TRUE	"f"	NA	0	"GSM772666"
TRUE	"l"	"GSM772666"	240	"GSM772669"
TRUE	"f"	NA	0	"GSM772667"
TRUE	"l"	"GSM772667"	240	"GSM772670"
TRUE	"f"	NA	0	"GSM772671"
TRUE	"l"	"GSM772671"	240	"GSM772674"
TRUE	"f"	NA	0	"GSM772672"
TRUE	"l"	"GSM772672"	240	"GSM772675"
TRUE	"f"	NA	0	"GSM772673"
TRUE	"l"	"GSM772673"	240	"GSM772676"
TRUE	"f"	NA	0	"GSM772677"
TRUE	"l"	"GSM772677"	240	"GSM772680"
TRUE	"f"	NA	0	"GSM772678"
TRUE	"l"	"GSM772678"	240	"GSM772681"
TRUE	"f"	NA	0	"GSM772679"
TRUE	"l"	"GSM772679"	240	"GSM772682"
TRUE	"f"	NA	0	"GSM826839"
TRUE	"l"	"GSM826839"	60	"GSM826842"
TRUE	"f"	NA	0	"GSM826840"
TRUE	"l"	"GSM826840"	60	"GSM826843"
TRUE	"f"	NA	0	"GSM826841"
TRUE	"l"	"GSM826841"	60	"GSM826844"
TRUE	"f"	NA	0	"GSM842092"
TRUE	"m"	"GSM842092"	1440	"GSM842094"
TRUE	"l"	"GSM842094"	1440	"GSM842096"
TRUE	"f"	NA	0	"GSM842093"
TRUE	"m"	"GSM842093"	1440	"GSM842095"
TRUE	"l"	"GSM842095"	1440	"GSM842097"
TRUE	"f"	NA	0	"GSM842099"
TRUE	"m"	"GSM842099"	1440	"GSM842101"
TRUE	"l"	"GSM842101"	1440	"GSM842103"
TRUE	"f"	NA	0	"GSM842100"
TRUE	"m"	"GSM842100"	1440	"GSM842102"
TRUE	"l"	"GSM842102"	1440	"GSM842104"
TRUE	"f"	NA	0	"GSM1374149"
TRUE	"m"	"GSM1374149"	20	"GSM1374150"
TRUE	"m"	"GSM1374150"	20	"GSM1374151"
TRUE	"m"	"GSM1374151"	20	"GSM1374152"
TRUE	"m"	"GSM1374152"	20	"GSM1374153"
TRUE	"m"	"GSM1374153"	20	"GSM1374154"
TRUE	"m"	"GSM1374154"	20	"GSM1374155"
TRUE	"m"	"GSM1374155"	20	"GSM1374156"
TRUE	"m"	"GSM1374156"	20	"GSM1374157"
TRUE	"m"	"GSM1374157"	20	"GSM1374158"
TRUE	"m"	"GSM1374158"	20	"GSM1374159"
TRUE	"m"	"GSM1374159"	20	"GSM1374160"
TRUE	"m"	"GSM1374160"	20	"GSM1374161"
TRUE	"l"	"GSM1374161"	20	"GSM1374162"
TRUE	"f"	NA	0	"GSM1374163"
TRUE	"m"	"GSM1374163"	20	"GSM1374164"
TRUE	"m"	"GSM1374164"	20	"GSM1374165"
TRUE	"m"	"GSM1374165"	20	"GSM1374166"
TRUE	"m"	"GSM1374166"	20	"GSM1374167"
TRUE	"m"	"GSM1374167"	20	"GSM1374168"
TRUE	"m"	"GSM1374168"	20	"GSM1374169"
TRUE	"m"	"GSM1374169"	20	"GSM1374170"
TRUE	"m"	"GSM1374170"	20	"GSM1374171"
TRUE	"m"	"GSM1374171"	20	"GSM1374172"
TRUE	"m"	"GSM1374172"	20	"GSM1374173"
TRUE	"m"	"GSM1374173"	20	"GSM1374174"
TRUE	"m"	"GSM1374174"	20	"GSM1374175"
TRUE	"m"	"GSM1374175"	20	"GSM1374176"
TRUE	"m"	"GSM1374176"	20	"GSM1374177"
TRUE	"m"	"GSM1374177"	20	"GSM1374178"
TRUE	"m"	"GSM1374178"	20	"GSM1374179"
